timestamp,open,high,low,close,volume
2026-01-29,437.8000,440.2299,414.6200,416.5600,81686127
2026-01-28,431.9100,438.2600,430.1000,431.4600,54857403
2026-01-27,437.4100,437.5200,430.6900,430.9000,37321502
2026-01-26,445.0000,445.0400,434.2800,435.2000,49397415
2026-01-23,447.4250,452.4300,444.0400,449.0600,56771364
2026-01-22,435.1600,449.5000,432.6300,449.3600,71546729
2026-01-21,421.6600,438.2000,419.6201,431.4400,68123987
2026-01-20,429.3600,430.7250,417.4400,419.2500,62208186
2026-01-16,439.5000,447.2500,435.2601,437.5000,60220551
2026-01-15,441.1250,445.3600,437.6500,438.5700,49465813
2026-01-14,442.8100,443.9100,434.2200,439.2000,57259500
2026-01-13,450.2000,451.8100,443.9500,447.2000,53719214
2026-01-12,441.2250,454.3000,438.0000,448.9600,61649627
2026-01-09,435.9450,449.0500,430.3900,445.0100,67331456
2026-01-08,427.8900,436.8900,424.3650,435.8000,57041094
2026-01-07,435.9000,438.3700,431.2900,431.4100,59828790
2026-01-06,446.3800,448.2500,428.7800,432.9600,89093758
2026-01-05,447.9900,457.5499,444.5700,451.6700,67940839
2026-01-02,457.8000,458.3400,435.3000,438.0700,85535406
2025-12-31,456.1000,456.5500,449.3000,449.7200,49077961
2025-12-30,461.0900,463.1200,453.8300,454.4300,59238464
2025-12-29,469.0000,469.4000,459.0000,459.6400,66263033
2025-12-26,485.2300,489.0900,473.8200,475.1900,58780659
2025-12-24,488.4800,490.9000,476.8000,485.4000,41285429
2025-12-23,489.3950,491.9700,482.8400,485.5600,58223633
2025-12-22,489.8800,498.8300,485.3300,488.7300,86916066
2025-12-19,488.1200,490.4900,474.7200,481.2000,103305424
2025-12-18,478.1600,490.8600,473.1200,483.3700,95168446
2025-12-17,488.2200,495.2799,466.2000,467.2600,106490405
2025-12-16,472.2100,491.5000,465.8300,489.8800,107608075
2025-12-15,469.4400,481.7694,467.6600,475.3100,114542204
2025-12-12,448.0900,463.0100,441.6700,458.9600,95656749
2025-12-11,448.9450,449.2699,440.3300,446.8900,55979492
2025-12-10,446.0650,456.8800,443.6100,451.4500,63257475
2025-12-09,437.5400,452.3900,435.7000,445.1700,62014951
2025-12-08,447.4450,449.7463,435.2500,439.5800,68386756
2025-12-05,453.0300,458.8700,451.6600,455.0000,56427522
2025-12-04,449.9400,454.6300,445.3900,454.5300,71906488
2025-12-03,432.1000,447.9200,431.1100,446.7400,87482964
2025-12-02,430.8100,436.8000,422.1200,429.2400,69336626
2025-12-01,425.3200,433.6599,425.2900,430.1400,57463552
2025-11-28,426.5900,432.9300,426.2000,430.1700,36252861
2025-11-26,423.9500,426.9400,416.8900,426.5800,63462996
2025-11-25,414.4200,420.4800,405.9500,419.4000,71915624
2025-11-24,402.1700,421.7200,401.0900,417.7800,96806374
2025-11-21,402.3200,402.8000,383.7600,391.0900,100460633
2025-11-20,414.6300,428.9400,394.7400,395.2300,113548827
2025-11-19,406.1800,411.7800,398.5000,403.9900,72047704
2025-11-18,405.3800,408.9000,393.7100,401.2500,80688637
2025-11-17,398.7400,423.9600,398.7400,408.9200,102214259
2025-11-14,386.3000,412.1900,382.7800,404.3500,105506682
2025-11-13,423.1300,424.5000,396.3400,401.9900,118948032
2025-11-12,442.1500,442.3290,426.5600,430.6000,58513520
2025-11-11,439.4000,442.4900,432.3600,439.6200,60533237
2025-11-10,439.6000,449.6715,433.3600,445.2300,76515907
2025-11-07,437.9200,439.3600,421.8800,429.5200,103471495
2025-11-06,461.9600,467.4500,435.0900,445.9100,109622907
2025-11-05,452.0500,466.3299,440.7100,462.0700,84911911
2025-11-04,454.4600,460.2200,443.6000,444.2600,87756644
2025-11-03,455.9900,474.0700,453.8000,468.3700,84595244
2025-10-31,446.7500,458.0000,443.6855,456.5600,83135787
2025-10-30,451.0500,455.0607,439.6100,440.1000,72447938
2025-10-29,462.5000,465.7000,452.6500,461.5100,67983544
2025-10-28,454.7750,467.0000,451.6000,460.5500,80185667
2025-10-27,439.9800,460.1600,438.6900,452.4200,105867547
